Orthogroup	Duplications (all)	Duplications (50% support)
OG0006005	1	1
OG0006006	2	2
OG0006007	1	1
OG0006008	1	1
OG0006009	2	2
OG0006010	2	2
OG0006011	1	1
OG0006012	1	1
OG0006013	1	1
OG0006014	1	1
OG0006015	1	1
OG0006016	1	1
OG0006017	1	1
OG0006018	1	1
OG0006019	1	1
OG0006020	1	0
OG0006021	1	1
OG0006022	1	1
OG0006023	1	1
OG0006024	1	1
OG0006025	1	1
OG0006026	1	1
OG0006027	2	2
OG0006028	1	1
OG0006029	1	1
OG0006030	2	2
OG0006031	1	1
OG0006032	1	1
OG0006033	2	2
OG0006034	2	2
OG0006035	3	2
OG0006036	1	1
OG0006037	1	1
OG0006038	1	1
OG0006039	1	1
OG0006040	1	1
OG0006041	4	4
OG0006042	1	1
OG0006043	0	0
OG0006044	2	2
OG0006045	1	1
OG0006046	1	1
OG0006047	1	1
OG0006048	1	1
OG0006049	1	1
OG0006050	1	1
OG0006051	1	1
OG0006052	1	1
OG0006053	1	1
OG0006054	1	1
OG0006055	1	1
OG0006056	1	1
OG0006057	1	1
OG0006058	1	1
OG0006059	1	0
OG0006060	1	1
OG0006061	2	2
OG0006062	1	1
OG0006063	1	1
OG0006064	1	1
OG0006065	1	1
OG0006066	2	2
OG0006067	1	1
OG0006068	4	4
OG0006069	1	1
OG0006070	1	1
OG0006071	1	1
OG0006072	1	1
OG0006073	1	1
OG0006074	2	2
OG0006075	1	1
OG0006076	1	1
OG0006077	1	1
OG0006078	1	1
OG0006079	1	1
OG0006080	1	1
OG0006081	1	1
OG0006082	1	1
OG0006083	1	1
OG0006084	1	0
OG0006085	1	1
OG0006086	1	1
OG0006087	1	1
OG0006088	1	1
OG0006089	1	1
OG0006090	1	1
OG0006091	1	1
OG0006092	1	1
OG0006093	1	1
OG0006094	1	1
OG0006095	1	1
OG0006096	1	1
OG0006097	3	2
OG0006098	1	1
OG0006099	2	2
OG0006100	2	2
OG0006101	2	2
OG0006102	1	1
OG0006103	2	2
OG0006104	1	1
OG0006105	2	1
OG0006106	1	1
OG0006107	1	1
OG0006108	2	2
OG0006109	2	1
OG0006110	1	1
OG0006111	1	1
OG0006112	1	1
OG0006113	1	1
OG0006114	1	1
OG0006115	4	4
OG0006116	1	1
OG0006117	2	2
OG0006118	1	1
OG0006119	1	1
OG0006120	1	1
OG0006121	2	1
OG0006122	5	3
OG0006123	1	1
OG0006124	1	1
OG0006125	1	1
OG0006126	1	1
OG0006127	1	1
OG0006128	2	2
OG0006129	7	7
OG0006130	1	1
OG0006131	1	1
OG0006132	5	5
OG0006133	3	2
OG0006134	1	1
OG0006135	1	1
OG0006136	1	1
OG0006137	1	1
OG0006138	1	1
OG0006139	2	2
OG0006140	1	1
OG0006141	1	1
OG0006142	2	2
OG0006143	1	1
OG0006144	1	1
OG0006145	1	1
OG0006146	5	5
OG0006147	1	1
OG0006148	14	13
OG0006149	1	1
OG0006150	1	1
OG0006151	2	2
OG0006152	1	1
OG0006153	1	1
OG0006154	1	1
OG0006155	2	2
OG0006156	1	1
OG0006157	1	1
OG0006158	1	1
OG0006159	2	2
OG0006160	3	3
OG0006161	1	1
OG0006162	1	1
OG0006163	4	4
OG0006164	1	1
OG0006165	1	1
OG0006166	0	0
OG0006167	1	1
OG0006168	1	0
OG0006169	1	1
OG0006170	1	1
OG0006171	1	1
OG0006172	1	1
OG0006173	1	1
OG0006174	1	1
OG0006175	1	1
OG0006176	1	1
OG0006177	1	1
OG0006178	1	1
OG0006179	2	2
OG0006180	1	1
OG0006181	1	1
OG0006182	1	1
OG0006183	1	1
OG0006184	1	1
OG0006185	2	2
OG0006186	1	1
OG0006187	1	1
OG0006188	1	1
OG0006189	1	1
OG0006190	17	17
OG0006191	1	1
OG0006192	2	2
OG0006193	1	1
OG0006194	1	1
OG0006195	1	1
OG0006196	1	1
OG0006197	1	1
OG0006198	7	7
OG0006199	1	0
OG0006200	1	1
OG0006201	1	1
OG0006202	1	1
OG0006203	1	1
OG0006204	1	1
OG0006205	1	1
OG0006206	1	1
OG0006207	2	2
OG0006208	1	1
OG0006209	1	1
OG0006210	1	1
OG0006211	1	1
OG0006212	1	1
OG0006213	2	2
OG0006214	3	3
OG0006215	1	1
OG0006216	1	1
OG0006217	1	1
OG0006218	1	1
OG0006219	1	0
OG0006220	2	2
OG0006221	1	1
OG0006222	1	1
OG0006223	1	1
OG0006224	2	2
OG0006225	1	1
OG0006226	1	1
OG0006227	6	6
OG0006228	1	1
OG0006229	1	1
OG0006230	1	1
OG0006231	1	1
OG0006232	1	1
OG0006233	1	1
OG0006234	1	1
OG0006235	2	1
OG0006236	1	1
OG0006237	3	1
OG0006238	1	1
OG0006239	3	3
OG0006240	2	2
OG0006241	1	1
OG0006242	1	1
OG0006243	3	2
OG0006244	2	2
OG0006245	1	1
OG0006246	1	1
OG0006247	1	1
OG0006248	1	1
OG0006249	2	2
OG0006250	1	1
OG0006251	2	2
OG0006252	1	1
OG0006253	1	1
OG0006254	1	1
OG0006255	1	1
OG0006256	2	2
OG0006257	1	1
OG0006258	1	1
OG0006259	1	1
OG0006260	1	1
OG0006261	1	1
OG0006262	2	2
OG0006263	1	1
OG0006264	1	1
OG0006265	3	3
OG0006266	1	1
OG0006267	1	1
OG0006268	1	1
OG0006269	1	1
OG0006270	1	1
OG0006271	1	1
OG0006272	4	4
OG0006273	1	1
OG0006274	1	1
OG0006275	1	1
OG0006276	1	1
OG0006277	1	1
OG0006278	1	1
OG0006279	1	1
OG0006280	1	1
OG0006281	3	3
OG0006282	1	1
OG0006283	1	1
OG0006284	1	1
OG0006285	1	1
OG0006286	1	1
OG0006287	1	1
OG0006288	1	0
OG0006289	1	1
OG0006290	2	2
OG0006291	2	2
OG0006292	1	1
OG0006293	2	2
OG0006294	1	1
OG0006295	1	1
OG0006296	1	1
OG0006297	1	1
OG0006298	1	0
OG0006299	1	1
OG0006300	1	0
OG0006301	1	1
OG0006302	1	1
OG0006303	1	1
OG0006304	1	1
OG0006305	1	1
OG0006306	1	1
OG0006307	1	1
OG0006308	1	1
OG0006309	2	2
OG0006310	1	1
OG0006311	1	1
OG0006312	1	1
OG0006313	1	1
OG0006314	1	1
OG0006315	1	1
OG0006316	1	0
OG0006317	1	1
OG0006318	1	1
OG0006319	1	1
OG0006320	1	1
OG0006321	5	5
OG0006322	1	1
OG0006323	1	0
OG0006324	1	1
OG0006325	1	1
OG0006326	1	1
OG0006327	1	1
OG0006328	1	1
OG0006329	1	1
OG0006330	3	3
OG0006331	1	1
OG0006332	2	2
OG0006333	1	1
OG0006334	1	1
OG0006335	1	1
OG0006336	4	4
OG0006337	1	1
OG0006338	2	2
OG0006339	2	2
OG0006340	2	2
OG0006341	4	4
OG0006342	12	12
OG0006343	1	1
OG0006344	1	1
OG0006345	1	1
OG0006346	1	1
OG0006347	1	1
OG0006348	1	1
OG0006349	2	2
OG0006350	1	1
OG0006351	2	1
OG0006352	2	2
OG0006353	2	1
OG0006354	19	19
OG0006355	1	1
OG0006356	1	1
OG0006357	1	1
OG0006358	1	1
OG0006359	1	1
OG0006360	1	1
OG0006361	1	1
OG0006362	1	1
OG0006363	3	2
OG0006364	2	2
OG0006365	2	2
OG0006366	2	2
OG0006367	2	2
OG0006368	1	1
OG0006369	1	1
OG0006370	1	1
OG0006371	2	2
OG0006372	2	2
OG0006373	1	1
OG0006374	1	1
OG0006375	1	1
OG0006376	4	4
OG0006377	1	1
OG0006378	1	1
OG0006379	1	1
OG0006380	1	1
OG0006381	1	1
OG0006382	1	1
OG0006383	1	1
OG0006384	2	2
OG0006385	1	1
OG0006386	2	2
OG0006387	2	1
OG0006388	1	1
OG0006389	1	1
OG0006390	1	1
OG0006391	1	1
OG0006392	1	1
OG0006393	1	1
OG0006394	1	1
OG0006395	2	2
OG0006396	1	1
OG0006397	1	1
OG0006398	1	1
OG0006399	1	1
OG0006400	1	1
OG0006401	1	1
OG0006402	4	4
OG0006403	1	1
OG0006404	1	1
OG0006405	1	1
OG0006406	1	1
OG0006407	1	1
OG0006408	1	1
OG0006409	1	1
OG0006410	2	1
OG0006411	2	2
OG0006412	2	2
OG0006413	1	1
OG0006414	1	1
OG0006415	1	1
OG0006416	1	1
OG0006417	1	1
OG0006418	1	1
OG0006419	2	2
OG0006420	1	1
OG0006421	2	0
OG0006422	3	3
OG0006423	1	1
OG0006424	4	2
OG0006425	1	1
OG0006426	1	1
OG0006427	1	1
OG0006428	2	2
OG0006429	2	2
OG0006430	2	1
OG0006431	1	1
OG0006432	1	1
OG0006433	1	1
OG0006434	1	1
OG0006435	1	1
OG0006436	20	20
OG0006437	2	2
OG0006438	2	2
OG0006439	1	1
OG0006440	1	1
OG0006441	1	1
OG0006442	1	1
OG0006443	1	1
OG0006444	1	1
OG0006445	1	1
OG0006446	4	4
OG0006447	1	1
OG0006448	1	0
OG0006449	1	1
OG0006450	2	2
OG0006451	1	1
OG0006452	1	1
OG0006453	3	3
OG0006454	1	1
OG0006455	1	1
OG0006456	1	1
OG0006457	2	2
OG0006458	3	3
OG0006459	1	1
OG0006460	1	1
OG0006461	14	12
OG0006462	4	4
OG0006463	1	1
OG0006464	1	1
OG0006465	1	1
OG0006466	1	1
OG0006467	1	1
OG0006468	3	2
OG0006469	1	1
OG0006470	2	2
OG0006471	1	1
OG0006472	1	1
OG0006473	1	1
OG0006474	1	1
OG0006475	3	3
OG0006476	1	1
OG0006477	1	1
OG0006478	2	2
OG0006479	17	17
OG0006480	1	1
OG0006481	3	3
OG0006482	1	1
OG0006483	1	1
OG0006484	1	1
OG0006485	1	1
OG0006486	1	1
OG0006487	2	2
OG0006488	1	1
OG0006489	1	0
OG0006490	1	1
OG0006491	2	2
OG0006492	5	5
OG0006493	1	1
OG0006494	1	1
OG0006495	2	2
OG0006496	1	1
OG0006497	1	0
OG0006498	1	1
OG0006499	1	1
OG0006500	1	1
OG0006501	1	1
OG0006502	2	2
OG0006503	1	1
OG0006504	2	0
OG0006505	1	1
OG0006506	1	1
OG0006507	1	1
OG0006508	1	1
OG0006509	2	2
OG0006510	1	1
OG0006511	2	2
OG0006512	1	1
OG0006513	1	1
OG0006514	1	1
OG0006515	1	1
OG0006516	1	0
OG0006517	1	1
OG0006518	1	1
OG0006519	1	1
OG0006520	1	1
OG0006521	1	1
OG0006522	1	1
OG0006523	1	1
OG0006524	1	0
OG0006525	1	1
OG0006526	1	1
OG0006527	1	1
OG0006528	2	1
OG0006529	2	2
OG0006530	2	2
OG0006531	4	4
OG0006532	2	2
OG0006533	2	2
OG0006534	1	1
OG0006535	2	2
OG0006536	1	1
OG0006537	1	1
OG0006538	1	1
OG0006539	1	1
OG0006540	1	1
OG0006541	1	1
OG0006542	2	2
OG0006543	2	2
OG0006544	1	1
OG0006545	1	1
OG0006546	2	2
OG0006547	2	2
OG0006548	1	0
OG0006549	1	1
OG0006550	3	2
OG0006551	1	1
OG0006552	1	1
OG0006553	1	1
OG0006554	1	1
OG0006555	4	4
OG0006556	2	2
OG0006557	3	1
OG0006558	1	1
OG0006559	2	1
OG0006560	1	1
OG0006561	2	2
OG0006562	1	1
OG0006563	2	2
OG0006564	19	19
OG0006565	1	1
OG0006566	1	1
OG0006567	19	18
OG0006568	1	1
OG0006569	19	19
OG0006570	1	1
OG0006571	1	0
OG0006572	6	6
OG0006573	1	1
OG0006574	0	0
OG0006575	4	4
OG0006576	1	1
OG0006577	1	1
OG0006578	4	4
OG0006579	1	1
OG0006580	1	1
OG0006581	2	2
OG0006582	1	1
OG0006583	1	1
OG0006584	2	1
OG0006585	3	3
OG0006586	1	1
OG0006587	1	1
OG0006588	1	1
OG0006589	2	2
OG0006590	1	1
OG0006591	1	1
OG0006592	1	1
OG0006593	1	1
OG0006594	1	1
OG0006595	1	1
OG0006596	3	3
OG0006597	1	1
OG0006598	1	1
OG0006599	1	1
OG0006600	1	1
OG0006601	2	2
OG0006602	1	1
OG0006603	1	1
OG0006604	1	1
OG0006605	2	2
OG0006606	0	0
OG0006607	1	1
OG0006608	1	0
OG0006609	1	0
OG0006610	1	1
OG0006611	1	1
OG0006612	3	3
OG0006613	11	7
OG0006614	1	1
OG0006615	1	1
OG0006616	1	1
OG0006617	1	1
OG0006618	1	1
OG0006619	1	1
OG0006620	4	4
OG0006621	1	1
OG0006622	4	4
OG0006623	1	1
OG0006624	3	2
OG0006625	1	1
OG0006626	2	2
OG0006627	1	1
OG0006628	1	1
OG0006629	1	1
OG0006630	1	1
OG0006631	2	2
OG0006632	1	1
OG0006633	1	1
OG0006634	1	1
OG0006635	2	2
OG0006636	4	4
OG0006637	5	5
OG0006638	1	1
OG0006639	1	1
OG0006640	2	2
OG0006641	1	1
OG0006642	1	1
OG0006643	1	1
OG0006644	1	1
OG0006645	1	1
OG0006646	1	1
OG0006647	1	1
OG0006648	1	1
OG0006649	1	1
OG0006650	2	2
OG0006651	2	2
OG0006652	1	1
OG0006653	2	2
OG0006654	1	1
OG0006655	1	1
OG0006656	1	1
OG0006657	4	4
OG0006658	1	0
OG0006659	1	1
OG0006660	2	2
OG0006661	1	1
OG0006662	1	0
OG0006663	1	1
OG0006664	2	2
OG0006665	1	1
OG0006666	1	1
OG0006667	1	1
OG0006668	2	2
OG0006669	4	4
OG0006670	1	1
OG0006671	1	1
OG0006672	6	6
OG0006673	2	2
OG0006674	2	2
OG0006675	3	3
OG0006676	3	3
OG0006677	3	3
OG0006678	5	5
OG0006679	2	2
OG0006680	4	4
OG0006681	2	2
OG0006682	4	4
OG0006683	2	2
OG0006684	1	1
OG0006685	2	2
OG0006686	4	4
OG0006687	3	3
OG0006688	3	3
OG0006689	2	2
OG0006690	3	3
OG0006691	4	4
OG0006692	6	6
OG0006693	2	2
OG0006694	4	4
OG0006695	2	2
OG0006696	2	2
OG0006697	4	4
OG0006698	2	2
OG0006699	3	2
OG0006700	2	2
OG0006701	4	4
OG0006702	2	2
OG0006703	3	3
OG0006704	2	2
OG0006705	4	4
OG0006706	2	2
OG0006707	2	2
OG0006708	2	2
OG0006709	3	3
OG0006710	2	2
OG0006711	2	2
OG0006712	21	21
OG0006713	4	4
OG0006714	2	2
OG0006715	5	5
OG0006716	5	5
OG0006717	3	2
OG0006718	5	5
OG0006719	2	2
OG0006720	3	3
OG0006721	2	2
OG0006722	2	2
OG0006723	2	2
OG0006724	3	3
OG0006725	3	3
OG0006726	2	2
OG0006727	3	3
OG0006728	4	4
OG0006729	2	2
OG0006730	3	2
OG0006731	2	2
OG0006732	2	2
OG0006733	2	2
OG0006734	2	2
OG0006735	2	2
OG0006736	2	2
OG0006737	6	6
OG0006738	7	6
OG0006739	3	3
OG0006740	2	2
OG0006741	2	2
OG0006742	4	4
OG0006743	4	4
OG0006744	6	5
OG0006745	2	2
OG0006746	2	2
OG0006747	4	4
OG0006748	4	4
OG0006749	2	2
OG0006750	2	2
OG0006751	2	2
OG0006752	2	2
OG0006753	3	1
OG0006754	2	2
OG0006755	5	5
OG0006756	19	19
OG0006757	6	6
OG0006758	20	20
OG0006759	7	6
OG0006760	6	6
OG0006761	1	1
OG0006762	7	7
OG0006763	7	7
OG0006764	6	6
OG0006765	9	9
OG0006766	7	7
OG0006767	13	13
OG0006768	10	10
OG0006769	12	12
OG0006770	8	8
OG0006771	7	7
OG0006772	7	7
OG0006773	6	6
OG0006774	11	11
OG0006775	8	8
OG0006776	5	5
OG0006777	7	7
OG0006778	8	8
OG0006779	8	8
OG0006780	6	6
OG0006781	8	8
OG0006782	5	5
OG0006783	8	6
OG0006784	6	5
OG0006785	7	7
OG0006786	4	2
OG0006787	7	7
OG0006788	2	1
OG0006789	15	14
OG0006790	4	2
OG0006791	11	11
OG0006792	4	4
OG0006793	5	5
OG0006794	21	21
OG0006795	21	21
OG0006796	10	6
OG0006797	19	19
OG0006798	0	0
OG0006799	1	1
OG0006800	0	0
OG0006801	0	0
OG0006802	1	1
OG0006803	0	0
OG0006804	0	0
OG0006805	0	0
OG0006806	0	0
OG0006807	0	0
OG0006808	0	0
OG0006809	0	0
OG0006810	0	0
OG0006811	0	0
OG0006812	0	0
OG0006813	1	1
OG0006814	0	0
OG0006815	0	0
OG0006816	0	0
OG0006817	1	1
OG0006818	0	0
OG0006819	0	0
OG0006820	0	0
OG0006821	0	0
OG0006822	0	0
OG0006823	2	2
OG0006824	0	0
OG0006825	0	0
OG0006826	0	0
OG0006827	0	0
OG0006828	0	0
OG0006829	0	0
OG0006830	1	1
OG0006831	1	1
OG0006832	0	0
OG0006833	0	0
OG0006834	0	0
OG0006835	1	1
OG0006836	0	0
OG0006837	4	4
OG0006838	0	0
OG0006839	2	2
OG0006840	2	2
OG0006841	0	0
OG0006842	0	0
OG0006843	1	1
OG0006844	0	0
OG0006845	0	0
OG0006846	1	1
OG0006847	0	0
OG0006848	1	1
OG0006849	1	1
OG0006850	0	0
OG0006851	0	0
OG0006852	0	0
OG0006853	1	1
OG0006854	0	0
OG0006855	0	0
OG0006856	1	1
OG0006857	1	1
OG0006858	0	0
OG0006859	0	0
OG0006860	1	1
OG0006861	1	1
OG0006862	0	0
OG0006863	0	0
OG0006864	1	1
OG0006865	0	0
OG0006866	1	1
OG0006867	0	0
OG0006868	1	1
OG0006869	0	0
OG0006870	0	0
OG0006871	0	0
OG0006872	0	0
OG0006873	3	3
OG0006874	0	0
OG0006875	0	0
OG0006876	2	1
OG0006877	1	1
OG0006878	0	0
OG0006879	0	0
OG0006880	3	3
OG0006881	4	4
OG0006882	0	0
OG0006883	3	3
OG0006884	1	1
OG0006885	0	0
OG0006886	1	1
OG0006887	0	0
OG0006888	0	0
OG0006889	8	8
OG0006890	0	0
OG0006891	0	0
OG0006892	0	0
OG0006893	1	1
OG0006894	1	1
OG0006895	0	0
OG0006896	0	0
OG0006897	0	0
OG0006898	0	0
OG0006899	0	0
OG0006900	0	0
OG0006901	1	1
OG0006902	0	0
OG0006903	0	0
OG0006904	2	2
OG0006905	1	1
OG0006906	0	0
OG0006907	0	0
OG0006908	1	1
OG0006909	0	0
OG0006910	0	0
OG0006911	0	0
OG0006912	1	0
OG0006913	1	1
OG0006914	0	0
OG0006915	1	1
OG0006916	1	1
OG0006917	0	0
OG0006918	0	0
OG0006919	1	1
OG0006920	1	1
OG0006921	0	0
OG0006922	0	0
OG0006923	0	0
OG0006924	1	1
OG0006925	0	0
OG0006926	4	3
OG0006927	0	0
OG0006928	0	0
OG0006929	0	0
OG0006930	0	0
OG0006931	0	0
OG0006932	0	0
OG0006933	0	0
OG0006934	2	2
OG0006935	0	0
OG0006936	3	3
OG0006937	0	0
OG0006938	0	0
OG0006939	7	7
OG0006940	0	0
OG0006941	0	0
OG0006942	5	5
OG0006943	1	1
OG0006944	0	0
OG0006945	0	0
OG0006946	1	1
OG0006947	3	3
OG0006948	1	1
OG0006949	0	0
OG0006950	0	0
OG0006951	0	0
OG0006952	0	0
OG0006953	0	0
OG0006954	0	0
OG0006955	1	0
OG0006956	0	0
OG0006957	1	1
OG0006958	1	1
OG0006959	1	1
OG0006960	0	0
OG0006961	0	0
OG0006962	0	0
OG0006963	5	5
OG0006964	3	3
OG0006965	1	1
OG0006966	1	1
OG0006967	2	1
OG0006968	1	1
OG0006969	0	0
OG0006970	0	0
OG0006971	0	0
OG0006972	0	0
OG0006973	0	0
OG0006974	0	0
OG0006975	0	0
OG0006976	0	0
OG0006977	3	3
OG0006978	3	1
OG0006979	0	0
OG0006980	0	0
OG0006981	0	0
OG0006982	2	2
OG0006983	0	0
OG0006984	2	1
OG0006985	1	1
OG0006986	0	0
OG0006987	0	0
OG0006988	0	0
OG0006989	2	2
OG0006990	0	0
OG0006991	0	0
OG0006992	1	1
OG0006993	0	0
OG0006994	0	0
OG0006995	2	2
OG0006996	1	1
OG0006997	4	4
OG0006998	1	1
OG0006999	0	0
OG0007000	2	2
OG0007001	0	0
OG0007002	0	0
OG0007003	0	0
OG0007004	0	0
OG0007005	1	1
OG0007006	0	0
OG0007007	1	1
OG0007008	1	1
OG0007009	0	0
OG0007010	0	0
OG0007011	3	3
OG0007012	0	0
OG0007013	1	1
OG0007014	0	0
OG0007015	2	1
OG0007016	0	0
OG0007017	0	0
OG0007018	0	0
OG0007019	3	3
OG0007020	0	0
OG0007021	3	3
OG0007022	0	0
OG0007023	0	0
OG0007024	0	0
OG0007025	0	0
OG0007026	0	0
OG0007027	0	0
OG0007028	0	0
OG0007029	0	0
OG0007030	0	0
OG0007031	0	0
OG0007032	3	2
OG0007033	0	0
OG0007034	3	3
OG0007035	1	1
OG0007036	0	0
OG0007037	6	5
OG0007038	0	0
OG0007039	0	0
OG0007040	0	0
OG0007041	0	0
OG0007042	2	2
OG0007043	0	0
OG0007044	0	0
OG0007045	0	0
OG0007046	1	1
OG0007047	0	0
OG0007048	3	3
OG0007049	1	1
OG0007050	0	0
OG0007051	0	0
OG0007052	0	0
OG0007053	0	0
OG0007054	0	0
OG0007055	0	0
OG0007056	0	0
OG0007057	0	0
OG0007058	0	0
OG0007059	1	1
OG0007060	0	0
OG0007061	1	1
OG0007062	1	1
OG0007063	1	1
OG0007064	0	0
OG0007065	1	1
OG0007066	0	0
OG0007067	0	0
OG0007068	1	0
OG0007069	3	2
OG0007070	0	0
OG0007071	0	0
OG0007072	0	0
OG0007073	1	1
OG0007074	0	0
OG0007075	2	1
OG0007076	0	0
OG0007077	0	0
OG0007078	1	1
OG0007079	1	1
OG0007080	0	0
OG0007081	0	0
OG0007082	0	0
OG0007083	0	0
OG0007084	0	0
OG0007085	2	2
OG0007086	0	0
OG0007087	1	1
OG0007088	0	0
OG0007089	0	0
OG0007090	0	0
OG0007091	0	0
OG0007092	0	0
OG0007093	1	1
OG0007094	0	0
OG0007095	1	1
OG0007096	0	0
OG0007097	0	0
OG0007098	0	0
OG0007099	0	0
OG0007100	0	0
OG0007101	1	1
OG0007102	1	1
OG0007103	0	0
OG0007104	0	0
OG0007105	0	0
OG0007106	1	1
OG0007107	1	1
OG0007108	1	1
OG0007109	0	0
OG0007110	0	0
OG0007111	1	1
OG0007112	0	0
OG0007113	1	1
OG0007114	3	3
OG0007115	0	0
OG0007116	1	1
OG0007117	0	0
OG0007118	0	0
OG0007119	0	0
OG0007120	0	0
OG0007121	0	0
OG0007122	0	0
OG0007123	0	0
OG0007124	0	0
OG0007125	0	0
OG0007126	0	0
OG0007127	0	0
OG0007128	0	0
OG0007129	0	0
OG0007130	1	1
OG0007131	0	0
OG0007132	0	0
OG0007133	1	1
OG0007134	0	0
OG0007135	0	0
OG0007136	0	0
OG0007137	0	0
OG0007138	1	1
OG0007139	0	0
OG0007140	0	0
OG0007141	1	1
OG0007142	0	0
OG0007143	0	0
OG0007144	1	1
OG0007145	0	0
OG0007146	0	0
OG0007147	0	0
OG0007148	0	0
OG0007149	2	1
OG0007150	0	0
OG0007151	0	0
OG0007152	0	0
OG0007153	0	0
OG0007154	0	0
OG0007155	0	0
OG0007156	0	0
OG0007157	4	4
OG0007158	0	0
OG0007159	0	0
OG0007160	1	1
OG0007161	0	0
OG0007162	0	0
OG0007163	1	1
OG0007164	0	0
OG0007165	0	0
OG0007166	0	0
OG0007167	17	15
OG0007168	0	0
OG0007169	0	0
OG0007170	1	1
OG0007171	0	0
OG0007172	1	1
OG0007173	0	0
OG0007174	0	0
OG0007175	1	1
OG0007176	0	0
OG0007177	3	3
OG0007178	0	0
OG0007179	0	0
OG0007180	0	0
OG0007181	3	3
OG0007182	0	0
OG0007183	3	3
OG0007184	0	0
OG0007185	1	1
OG0007186	1	1
OG0007187	0	0
OG0007188	0	0
OG0007189	1	1
OG0007190	0	0
OG0007191	13	11
OG0007192	1	1
OG0007193	2	2
OG0007194	2	2
OG0007195	0	0
OG0007196	2	2
OG0007197	0	0
OG0007198	1	1
OG0007199	4	4
OG0007200	1	1
OG0007201	1	1
OG0007202	2	2
OG0007203	4	4
OG0007204	12	11
OG0007205	0	0
OG0007206	0	0
OG0007207	6	6
OG0007208	1	1
OG0007209	0	0
OG0007210	0	0
OG0007211	1	1
OG0007212	0	0
OG0007213	0	0
OG0007214	4	4
OG0007215	20	20
OG0007216	1	1
OG0007217	0	0
OG0007218	3	3
OG0007219	2	1
OG0007220	0	0
OG0007221	1	1
OG0007222	0	0
OG0007223	0	0
OG0007224	20	20
OG0007225	0	0
OG0007226	0	0
OG0007227	0	0
OG0007228	0	0
OG0007229	1	1
OG0007230	0	0
OG0007231	0	0
OG0007232	2	2
OG0007233	1	1
OG0007234	0	0
OG0007235	1	1
OG0007236	0	0
OG0007237	0	0
OG0007238	3	2
OG0007239	0	0
OG0007240	3	1
OG0007241	0	0
OG0007242	0	0
OG0007243	0	0
OG0007244	0	0
OG0007245	0	0
OG0007246	4	2
OG0007247	2	2
OG0007248	0	0
OG0007249	0	0
OG0007250	0	0
OG0007251	0	0
OG0007252	3	3
OG0007253	0	0
OG0007254	1	1
OG0007255	3	3
OG0007256	4	4
OG0007257	1	1
OG0007258	13	11
OG0007259	0	0
OG0007260	1	1
OG0007261	14	13
OG0007262	0	0
OG0007263	0	0
OG0007264	1	1
OG0007265	0	0
OG0007266	4	4
OG0007267	5	5
OG0007268	0	0
OG0007269	1	1
OG0007270	0	0
OG0007271	1	1
OG0007272	0	0
OG0007273	1	1
OG0007274	7	7
OG0007275	1	1
OG0007276	2	2
OG0007277	2	2
OG0007278	0	0
OG0007279	0	0
OG0007280	0	0
OG0007281	0	0
OG0007282	0	0
OG0007283	1	1
OG0007284	0	0
OG0007285	0	0
OG0007286	0	0
OG0007287	0	0
OG0007288	1	1
OG0007289	0	0
OG0007290	1	1
OG0007291	0	0
OG0007292	7	5
OG0007293	1	1
OG0007294	0	0
OG0007295	1	1
OG0007296	1	1
OG0007297	0	0
OG0007298	0	0
OG0007299	0	0
OG0007300	0	0
OG0007301	2	2
OG0007302	2	2
OG0007303	0	0
OG0007304	0	0
OG0007305	0	0
OG0007306	0	0
OG0007307	0	0
OG0007308	1	1
OG0007309	1	1
OG0007310	4	4
OG0007311	0	0
OG0007312	1	0
OG0007313	0	0
OG0007314	1	0
OG0007315	0	0
OG0007316	0	0
OG0007317	2	2
OG0007318	0	0
OG0007319	0	0
OG0007320	0	0
OG0007321	0	0
OG0007322	0	0
OG0007323	0	0
OG0007324	0	0
OG0007325	1	1
OG0007326	0	0
OG0007327	0	0
OG0007328	4	4
OG0007329	3	3
OG0007330	0	0
OG0007331	0	0
OG0007332	0	0
OG0007333	3	3
OG0007334	0	0
OG0007335	0	0
OG0007336	0	0
OG0007337	1	1
OG0007338	0	0
OG0007339	0	0
OG0007340	1	1
OG0007341	3	3
OG0007342	0	0
OG0007343	1	1
OG0007344	0	0
OG0007345	0	0
OG0007346	0	0
OG0007347	1	0
OG0007348	0	0
OG0007349	2	2
OG0007350	0	0
OG0007351	0	0
OG0007352	0	0
OG0007353	1	1
OG0007354	3	3
OG0007355	0	0
OG0007356	0	0
OG0007357	1	0
OG0007358	1	1
OG0007359	0	0
OG0007360	0	0
OG0007361	0	0
OG0007362	0	0
OG0007363	1	1
OG0007364	0	0
OG0007365	0	0
OG0007366	0	0
OG0007367	0	0
OG0007368	0	0
OG0007369	0	0
OG0007370	0	0
OG0007371	2	2
OG0007372	2	2
OG0007373	3	2
OG0007374	0	0
OG0007375	0	0
OG0007376	1	1
OG0007377	1	1
OG0007378	0	0
OG0007379	0	0
OG0007380	0	0
OG0007381	2	2
OG0007382	0	0
OG0007383	0	0
OG0007384	3	3
OG0007385	0	0
OG0007386	0	0
OG0007387	0	0
OG0007388	0	0
OG0007389	3	2
OG0007390	0	0
OG0007391	2	2
OG0007392	1	1
OG0007393	3	3
OG0007394	0	0
OG0007395	1	1
OG0007396	1	1
OG0007397	0	0
OG0007398	0	0
OG0007399	0	0
OG0007400	1	1
OG0007401	0	0
