Orthogroup	Duplications (all)	Duplications (50% support)
OG0009125	2	2
OG0009126	1	0
OG0009127	2	2
OG0009128	0	0
OG0009129	1	1
OG0009130	0	0
OG0009131	1	0
OG0009132	0	0
OG0009133	5	4
OG0009134	1	1
OG0009135	2	2
OG0009136	0	0
OG0009137	5	5
OG0009138	0	0
OG0009139	1	1
OG0009140	8	8
OG0009141	0	0
OG0009142	13	13
OG0009143	2	2
OG0009144	1	1
OG0009145	7	7
OG0009146	13	13
OG0009147	10	10
OG0009148	13	13
OG0009149	13	13
OG0009150	13	13
OG0009151	12	12
OG0009152	13	13
OG0009153	13	13
OG0009154	1	1
OG0009155	3	3
OG0009156	12	12
OG0009157	0	0
OG0009158	12	12
OG0009159	1	1
OG0009160	7	5
OG0009161	3	3
OG0009162	11	11
OG0009163	1	1
OG0009164	2	2
OG0009165	1	1
OG0009166	1	1
OG0009167	12	12
OG0009168	0	0
OG0009169	12	12
OG0009170	12	12
OG0009171	9	9
OG0009172	12	12
OG0009173	12	12
OG0009174	3	3
OG0009175	2	2
OG0009176	2	2
OG0009177	0	0
OG0009178	5	4
OG0009179	2	1
OG0009180	1	0
OG0009181	2	2
OG0009182	8	8
OG0009183	9	9
OG0009184	2	1
OG0009185	9	9
OG0009186	9	9
OG0009187	12	12
OG0009188	12	12
OG0009189	5	4
OG0009190	0	0
OG0009191	9	9
OG0009192	9	9
OG0009193	10	10
OG0009194	12	12
OG0009195	8	8
OG0009196	3	3
OG0009197	0	0
OG0009198	5	5
OG0009199	3	2
OG0009200	0	0
OG0009201	8	8
OG0009202	7	6
OG0009203	2	2
OG0009204	11	11
OG0009205	11	11
OG0009206	0	0
OG0009207	1	1
OG0009208	4	4
OG0009209	0	0
OG0009210	0	0
OG0009211	0	0
OG0009212	0	0
OG0009213	0	0
OG0009214	1	1
OG0009215	0	0
OG0009216	1	1
OG0009217	0	0
OG0009218	0	0
OG0009219	2	2
OG0009220	1	1
OG0009221	0	0
OG0009222	0	0
OG0009223	0	0
OG0009224	0	0
OG0009225	0	0
OG0009226	0	0
OG0009227	1	1
OG0009228	0	0
OG0009229	0	0
OG0009230	0	0
OG0009231	1	1
OG0009232	0	0
OG0009233	0	0
OG0009234	2	0
OG0009235	1	1
OG0009236	4	4
OG0009237	0	0
OG0009238	1	1
OG0009239	1	1
OG0009240	3	3
OG0009241	0	0
OG0009242	4	4
OG0009243	0	0
OG0009244	2	2
OG0009245	0	0
OG0009246	1	1
OG0009247	1	1
OG0009248	0	0
OG0009249	1	1
OG0009250	1	1
OG0009251	1	1
OG0009252	0	0
OG0009253	1	0
OG0009254	1	1
OG0009255	3	3
OG0009256	0	0
OG0009257	2	1
OG0009258	0	0
OG0009259	0	0
OG0009260	0	0
OG0009261	2	2
OG0009262	1	1
OG0009263	0	0
OG0009264	3	3
OG0009265	3	3
OG0009266	0	0
OG0009267	1	1
OG0009268	0	0
OG0009269	2	0
OG0009270	0	0
OG0009271	4	4
OG0009272	1	1
OG0009273	3	3
OG0009274	0	0
OG0009275	1	1
OG0009276	1	1
OG0009277	0	0
OG0009278	0	0
OG0009279	3	3
OG0009280	0	0
OG0009281	0	0
OG0009282	1	1
OG0009283	2	2
OG0009284	0	0
OG0009285	0	0
OG0009286	1	1
OG0009287	1	1
OG0009288	1	1
OG0009289	8	8
OG0009290	0	0
OG0009291	1	0
OG0009292	0	0
OG0009293	11	11
OG0009294	10	10
OG0009295	1	1
OG0009296	2	1
OG0009297	8	5
OG0009298	3	3
OG0009299	6	4
OG0009300	10	10
OG0009301	12	12
OG0009302	12	12
OG0009303	11	11
OG0009304	12	12
OG0009305	12	12
OG0009306	12	12
OG0009307	11	11
OG0009308	12	12
OG0009309	12	12
OG0009310	12	12
OG0009311	0	0
OG0009312	7	7
OG0009313	1	1
OG0009314	7	7
OG0009315	6	6
OG0009316	11	11
OG0009317	4	2
OG0009318	7	7
OG0009319	2	2
OG0009320	6	6
OG0009321	6	6
OG0009322	5	4
OG0009323	2	2
OG0009324	5	5
OG0009325	4	3
OG0009326	8	8
OG0009327	9	9
OG0009328	3	3
OG0009329	7	5
OG0009330	11	11
OG0009331	5	5
OG0009332	2	2
OG0009333	2	1
OG0009334	8	8
OG0009335	1	1
OG0009336	0	0
OG0009337	11	11
OG0009338	10	10
OG0009339	8	8
OG0009340	10	10
OG0009341	10	10
OG0009342	0	0
OG0009343	1	0
OG0009344	6	6
OG0009345	4	4
OG0009346	7	7
OG0009347	4	4
OG0009348	11	11
OG0009349	10	10
OG0009350	5	5
OG0009351	2	2
OG0009352	5	5
OG0009353	9	9
OG0009354	0	0
OG0009355	5	4
OG0009356	8	8
OG0009357	10	10
OG0009358	0	0
OG0009359	11	11
OG0009360	11	11
OG0009361	1	1
OG0009362	0	0
OG0009363	1	1
OG0009364	1	1
OG0009365	0	0
OG0009366	0	0
OG0009367	0	0
OG0009368	0	0
OG0009369	1	1
OG0009370	2	2
OG0009371	0	0
OG0009372	1	1
OG0009373	0	0
OG0009374	0	0
OG0009375	1	1
OG0009376	0	0
OG0009377	0	0
OG0009378	1	1
OG0009379	0	0
OG0009380	2	2
OG0009381	2	2
OG0009382	2	2
OG0009383	1	1
OG0009384	2	1
OG0009385	0	0
OG0009386	2	2
OG0009387	1	1
OG0009388	1	0
OG0009389	2	0
OG0009390	0	0
OG0009391	0	0
OG0009392	2	2
OG0009393	2	0
OG0009394	1	1
OG0009395	2	2
OG0009396	0	0
OG0009397	3	3
OG0009398	3	3
OG0009399	0	0
OG0009400	0	0
OG0009401	0	0
OG0009402	0	0
OG0009403	1	0
OG0009404	0	0
OG0009405	0	0
OG0009406	0	0
OG0009407	1	1
OG0009408	0	0
OG0009409	0	0
OG0009410	0	0
OG0009411	1	1
OG0009412	2	2
OG0009413	1	1
OG0009414	0	0
OG0009415	3	1
OG0009416	11	11
OG0009417	11	11
OG0009418	11	11
OG0009419	1	1
OG0009420	11	11
OG0009421	7	7
OG0009422	1	1
OG0009423	11	11
OG0009424	10	10
OG0009425	2	2
OG0009426	8	8
OG0009427	7	7
OG0009428	11	11
OG0009429	11	11
OG0009430	10	10
OG0009431	11	11
OG0009432	11	11
OG0009433	11	11
OG0009434	11	11
OG0009435	11	11
OG0009436	11	11
OG0009437	11	11
OG0009438	10	10
OG0009439	10	10
OG0009440	0	0
OG0009441	10	10
OG0009442	5	5
OG0009443	1	1
OG0009444	10	10
OG0009445	10	10
OG0009446	10	10
OG0009447	0	0
OG0009448	0	0
OG0009449	4	4
OG0009450	8	8
OG0009451	9	9
OG0009452	10	10
OG0009453	1	1
OG0009454	1	1
OG0009455	6	6
OG0009456	5	4
OG0009457	5	5
OG0009458	5	5
OG0009459	5	4
OG0009460	1	0
OG0009461	7	7
OG0009462	9	9
OG0009463	2	1
OG0009464	1	0
OG0009465	5	5
OG0009466	10	10
OG0009467	6	6
OG0009468	6	6
OG0009469	0	0
OG0009470	8	8
OG0009471	7	7
OG0009472	10	10
OG0009473	1	1
OG0009474	7	7
OG0009475	8	8
OG0009476	3	3
OG0009477	7	7
OG0009478	1	1
OG0009479	6	6
OG0009480	8	8
OG0009481	9	9
OG0009482	9	9
OG0009483	8	8
OG0009484	6	6
OG0009485	8	8
OG0009486	1	1
OG0009487	10	10
OG0009488	1	1
OG0009489	10	10
OG0009490	7	7
OG0009491	2	2
OG0009492	0	0
OG0009493	0	0
OG0009494	0	0
OG0009495	1	1
OG0009496	0	0
OG0009497	3	3
OG0009498	0	0
OG0009499	0	0
OG0009500	1	1
OG0009501	0	0
OG0009502	0	0
OG0009503	0	0
OG0009504	0	0
OG0009505	0	0
OG0009506	0	0
OG0009507	0	0
OG0009508	0	0
OG0009509	0	0
OG0009510	1	1
OG0009511	1	1
OG0009512	1	1
OG0009513	0	0
OG0009514	2	2
OG0009515	1	1
OG0009516	0	0
OG0009517	0	0
OG0009518	0	0
OG0009519	1	1
OG0009520	0	0
OG0009521	0	0
OG0009522	1	1
OG0009523	0	0
OG0009524	0	0
OG0009525	1	1
OG0009526	6	6
OG0009527	0	0
OG0009528	1	1
OG0009529	0	0
OG0009530	0	0
OG0009531	0	0
OG0009532	1	0
OG0009533	0	0
OG0009534	0	0
OG0009535	1	1
OG0009536	0	0
OG0009537	0	0
OG0009538	0	0
OG0009539	1	1
OG0009540	2	2
OG0009541	10	10
OG0009542	0	0
OG0009543	2	2
OG0009544	0	0
OG0009545	1	1
OG0009546	5	5
OG0009547	0	0
OG0009548	0	0
OG0009549	10	10
OG0009550	10	10
OG0009551	10	10
OG0009552	5	5
OG0009553	6	6
OG0009554	1	0
OG0009555	7	7
OG0009556	2	2
OG0009557	10	10
OG0009558	10	10
OG0009559	9	9
OG0009560	5	5
OG0009561	10	10
OG0009562	6	6
OG0009563	2	2
OG0009564	3	3
OG0009565	8	8
OG0009566	10	10
OG0009567	10	10
OG0009568	10	10
OG0009569	10	10
OG0009570	10	10
OG0009571	10	10
OG0009572	10	10
OG0009573	10	10
OG0009574	9	9
OG0009575	9	9
OG0009576	10	10
OG0009577	10	10
OG0009578	10	10
OG0009579	10	10
OG0009580	8	8
OG0009581	4	4
OG0009582	5	5
OG0009583	4	4
OG0009584	0	0
OG0009585	3	3
OG0009586	3	2
OG0009587	5	5
OG0009588	9	9
OG0009589	4	4
OG0009590	4	4
OG0009591	7	7
OG0009592	4	4
OG0009593	9	9
OG0009594	9	9
OG0009595	0	0
OG0009596	4	4
OG0009597	3	3
OG0009598	9	9
OG0009599	9	9
OG0009600	1	1
OG0009601	8	8
OG0009602	9	9
OG0009603	3	3
OG0009604	0	0
OG0009605	3	3
OG0009606	6	5
OG0009607	4	4
OG0009608	8	8
OG0009609	9	9
OG0009610	5	4
OG0009611	1	1
OG0009612	2	1
OG0009613	3	2
OG0009614	9	9
OG0009615	3	3
OG0009616	9	9
OG0009617	9	9
OG0009618	7	7
OG0009619	0	0
OG0009620	8	8
OG0009621	4	4
OG0009622	1	1
OG0009623	5	5
OG0009624	7	7
OG0009625	5	5
OG0009626	6	6
OG0009627	0	0
OG0009628	0	0
OG0009629	2	2
OG0009630	9	9
OG0009631	7	7
OG0009632	7	7
OG0009633	7	7
OG0009634	7	7
OG0009635	2	2
OG0009636	5	5
OG0009637	3	3
OG0009638	5	5
OG0009639	4	4
OG0009640	7	7
OG0009641	2	2
OG0009642	6	6
OG0009643	7	7
OG0009644	6	6
OG0009645	0	0
OG0009646	4	4
OG0009647	6	6
OG0009648	1	1
OG0009649	7	7
OG0009650	5	5
OG0009651	0	0
OG0009652	0	0
OG0009653	6	6
OG0009654	5	5
OG0009655	8	8
OG0009656	6	6
OG0009657	1	1
OG0009658	5	5
OG0009659	5	5
OG0009660	9	9
OG0009661	9	9
OG0009662	1	1
OG0009663	2	2
OG0009664	1	1
OG0009665	0	0
OG0009666	2	2
OG0009667	0	0
OG0009668	0	0
OG0009669	3	3
OG0009670	0	0
OG0009671	1	1
OG0009672	0	0
OG0009673	0	0
OG0009674	0	0
OG0009675	0	0
OG0009676	0	0
OG0009677	2	2
OG0009678	0	0
OG0009679	1	1
OG0009680	0	0
OG0009681	0	0
OG0009682	0	0
OG0009683	1	1
OG0009684	3	3
OG0009685	0	0
OG0009686	0	0
OG0009687	0	0
OG0009688	0	0
OG0009689	0	0
OG0009690	0	0
OG0009691	1	1
OG0009692	0	0
OG0009693	2	2
OG0009694	1	1
OG0009695	0	0
OG0009696	0	0
OG0009697	1	1
OG0009698	0	0
OG0009699	5	4
OG0009700	1	1
OG0009701	2	2
OG0009702	1	1
OG0009703	2	2
OG0009704	1	1
OG0009705	2	2
OG0009706	2	2
OG0009707	3	3
OG0009708	4	3
OG0009709	0	0
OG0009710	1	0
OG0009711	1	1
OG0009712	8	8
OG0009713	9	9
OG0009714	9	9
OG0009715	9	9
OG0009716	9	9
OG0009717	6	6
OG0009718	0	0
OG0009719	4	2
OG0009720	1	1
OG0009721	0	0
OG0009722	8	8
OG0009723	9	9
OG0009724	7	7
OG0009725	0	0
OG0009726	3	3
OG0009727	9	9
OG0009728	9	9
OG0009729	9	9
OG0009730	9	9
OG0009731	9	9
OG0009732	9	9
OG0009733	8	8
OG0009734	7	6
OG0009735	9	9
OG0009736	9	9
OG0009737	8	8
OG0009738	9	9
OG0009739	8	8
OG0009740	9	9
OG0009741	9	9
OG0009742	9	9
OG0009743	9	9
OG0009744	9	9
OG0009745	9	9
OG0009746	9	9
OG0009747	9	9
OG0009748	9	9
OG0009749	8	8
OG0009750	0	0
OG0009751	2	2
OG0009752	8	8
OG0009753	8	8
OG0009754	2	2
OG0009755	8	8
OG0009756	3	3
OG0009757	3	3
OG0009758	4	4
OG0009759	3	3
OG0009760	3	3
OG0009761	4	4
OG0009762	2	2
OG0009763	0	0
OG0009764	8	8
OG0009765	8	8
OG0009766	7	7
OG0009767	8	8
OG0009768	8	8
OG0009769	8	8
OG0009770	8	8
OG0009771	5	5
OG0009772	7	7
OG0009773	8	8
OG0009774	7	7
OG0009775	7	7
OG0009776	6	6
OG0009777	8	8
OG0009778	8	8
OG0009779	4	4
OG0009780	6	6
OG0009781	8	8
OG0009782	7	7
OG0009783	1	1
OG0009784	8	8
OG0009785	8	8
OG0009786	8	8
OG0009787	4	4
OG0009788	7	7
OG0009789	3	3
OG0009790	6	6
OG0009791	6	6
OG0009792	4	4
OG0009793	7	7
OG0009794	3	3
OG0009795	3	3
OG0009796	2	2
OG0009797	0	0
OG0009798	0	0
OG0009799	0	0
OG0009800	1	1
OG0009801	8	8
OG0009802	8	8
OG0009803	4	4
OG0009804	6	6
OG0009805	7	7
OG0009806	5	5
OG0009807	3	3
OG0009808	3	2
OG0009809	0	0
OG0009810	5	5
OG0009811	6	6
OG0009812	6	6
OG0009813	6	6
OG0009814	0	0
OG0009815	8	8
OG0009816	8	8
OG0009817	4	4
OG0009818	3	2
OG0009819	8	8
OG0009820	2	2
OG0009821	1	1
OG0009822	8	8
OG0009823	3	3
OG0009824	5	5
OG0009825	8	8
OG0009826	7	7
OG0009827	7	7
OG0009828	1	1
OG0009829	6	6
OG0009830	6	6
OG0009831	7	7
OG0009832	2	2
OG0009833	7	7
OG0009834	6	6
OG0009835	6	6
OG0009836	0	0
OG0009837	4	4
OG0009838	7	7
OG0009839	2	2
OG0009840	6	6
OG0009841	0	0
OG0009842	5	5
OG0009843	0	0
OG0009844	8	8
OG0009845	7	7
OG0009846	8	8
OG0009847	7	7
OG0009848	1	1
OG0009849	0	0
OG0009850	1	1
OG0009851	0	0
OG0009852	0	0
OG0009853	4	3
OG0009854	0	0
OG0009855	0	0
OG0009856	5	5
OG0009857	0	0
OG0009858	0	0
OG0009859	1	1
OG0009860	0	0
OG0009861	0	0
OG0009862	0	0
OG0009863	0	0
OG0009864	1	1
OG0009865	0	0
OG0009866	0	0
OG0009867	0	0
OG0009868	1	1
OG0009869	1	1
OG0009870	0	0
OG0009871	3	3
OG0009872	3	3
OG0009873	0	0
OG0009874	0	0
OG0009875	0	0
OG0009876	1	1
OG0009877	0	0
OG0009878	1	1
OG0009879	0	0
OG0009880	1	0
OG0009881	0	0
OG0009882	0	0
OG0009883	0	0
OG0009884	0	0
OG0009885	0	0
OG0009886	0	0
OG0009887	0	0
OG0009888	1	0
OG0009889	0	0
OG0009890	0	0
OG0009891	3	3
OG0009892	0	0
OG0009893	0	0
OG0009894	1	1
OG0009895	2	2
OG0009896	0	0
OG0009897	0	0
OG0009898	8	8
OG0009899	8	8
OG0009900	8	8
OG0009901	8	8
OG0009902	3	3
OG0009903	8	8
OG0009904	8	8
OG0009905	8	8
OG0009906	7	7
OG0009907	8	8
OG0009908	8	8
OG0009909	8	8
OG0009910	8	8
OG0009911	8	8
OG0009912	7	7
OG0009913	1	1
OG0009914	3	2
OG0009915	5	5
OG0009916	8	8
OG0009917	8	8
OG0009918	7	7
OG0009919	8	8
OG0009920	8	8
OG0009921	2	2
OG0009922	6	6
OG0009923	7	7
OG0009924	8	8
OG0009925	8	8
OG0009926	7	7
OG0009927	8	8
OG0009928	7	7
OG0009929	7	7
OG0009930	8	8
OG0009931	7	7
OG0009932	8	8
OG0009933	8	8
OG0009934	8	8
OG0009935	6	6
OG0009936	7	7
OG0009937	7	7
OG0009938	4	3
OG0009939	8	8
OG0009940	8	8
OG0009941	8	8
OG0009942	8	8
OG0009943	8	8
OG0009944	8	8
OG0009945	8	8
OG0009946	8	8
OG0009947	8	8
OG0009948	8	8
OG0009949	7	7
OG0009950	7	7
OG0009951	2	2
OG0009952	3	3
OG0009953	7	7
OG0009954	3	3
OG0009955	1	1
OG0009956	7	7
OG0009957	3	2
OG0009958	7	7
OG0009959	3	3
OG0009960	3	3
OG0009961	2	2
OG0009962	2	2
OG0009963	7	7
OG0009964	2	2
OG0009965	1	1
OG0009966	2	2
OG0009967	2	2
OG0009968	2	2
OG0009969	3	3
OG0009970	7	7
OG0009971	4	4
OG0009972	7	7
OG0009973	5	5
OG0009974	1	1
OG0009975	0	0
OG0009976	6	6
OG0009977	6	6
OG0009978	1	0
OG0009979	1	1
OG0009980	7	7
OG0009981	7	7
OG0009982	5	5
OG0009983	6	6
OG0009984	7	7
OG0009985	7	7
OG0009986	7	7
OG0009987	2	2
OG0009988	2	2
OG0009989	7	7
OG0009990	5	5
OG0009991	6	6
OG0009992	6	6
OG0009993	3	3
OG0009994	2	2
OG0009995	7	7
OG0009996	2	2
OG0009997	3	3
OG0009998	6	6
OG0009999	1	1
OG0010000	5	5
OG0010001	7	7
OG0010002	0	0
OG0010003	7	7
OG0010004	3	3
OG0010005	4	4
OG0010006	2	2
OG0010007	6	6
OG0010008	7	7
OG0010009	7	7
OG0010010	5	5
OG0010011	2	2
OG0010012	4	3
OG0010013	7	7
OG0010014	4	3
OG0010015	4	3
OG0010016	2	2
OG0010017	2	2
OG0010018	6	6
OG0010019	7	7
OG0010020	2	2
OG0010021	6	6
OG0010022	5	5
OG0010023	6	6
OG0010024	3	3
OG0010025	2	2
OG0010026	3	3
OG0010027	3	3
OG0010028	0	0
OG0010029	4	4
OG0010030	0	0
OG0010031	1	1
OG0010032	6	6
OG0010033	6	6
OG0010034	4	4
OG0010035	6	6
OG0010036	7	7
OG0010037	4	4
OG0010038	3	3
OG0010039	5	5
OG0010040	6	6
OG0010041	6	6
OG0010042	3	3
OG0010043	3	2
OG0010044	5	5
OG0010045	5	5
OG0010046	6	6
OG0010047	3	3
OG0010048	5	5
OG0010049	5	5
OG0010050	5	5
OG0010051	7	7
OG0010052	3	3
OG0010053	4	4
OG0010054	1	1
OG0010055	4	4
OG0010056	3	3
OG0010057	4	4
OG0010058	6	6
OG0010059	1	1
OG0010060	6	6
OG0010061	5	5
OG0010062	2	2
OG0010063	4	4
OG0010064	6	6
OG0010065	5	5
OG0010066	4	4
OG0010067	2	2
OG0010068	1	1
OG0010069	3	3
OG0010070	2	2
OG0010071	7	7
OG0010072	0	0
OG0010073	3	3
OG0010074	5	5
OG0010075	4	4
OG0010076	7	7
OG0010077	7	7
OG0010078	0	0
OG0010079	0	0
OG0010080	2	1
OG0010081	7	7
OG0010082	1	1
OG0010083	0	0
OG0010084	0	0
OG0010085	0	0
OG0010086	0	0
OG0010087	1	1
OG0010088	0	0
OG0010089	0	0
OG0010090	0	0
OG0010091	4	4
OG0010092	0	0
OG0010093	0	0
OG0010094	0	0
OG0010095	0	0
OG0010096	0	0
OG0010097	0	0
OG0010098	3	3
OG0010099	0	0
OG0010100	0	0
OG0010101	0	0
OG0010102	0	0
OG0010103	1	1
OG0010104	0	0
OG0010105	0	0
OG0010106	0	0
OG0010107	1	1
OG0010108	1	1
OG0010109	0	0
OG0010110	0	0
OG0010111	2	2
OG0010112	3	3
OG0010113	1	1
OG0010114	0	0
OG0010115	1	1
OG0010116	4	4
OG0010117	2	2
OG0010118	1	1
OG0010119	2	2
OG0010120	0	0
OG0010121	0	0
OG0010122	7	7
OG0010123	7	7
OG0010124	7	7
OG0010125	7	7
OG0010126	1	1
OG0010127	7	7
OG0010128	7	7
OG0010129	7	7
OG0010130	7	7
OG0010131	7	7
OG0010132	7	7
OG0010133	3	3
OG0010134	1	1
OG0010135	7	7
OG0010136	4	4
OG0010137	5	5
OG0010138	7	7
OG0010139	0	0
OG0010140	0	0
OG0010141	1	1
OG0010142	7	7
OG0010143	1	1
OG0010144	5	5
OG0010145	7	7
OG0010146	7	7
OG0010147	7	7
OG0010148	7	7
OG0010149	7	7
OG0010150	7	7
OG0010151	7	7
OG0010152	7	7
OG0010153	7	7
OG0010154	6	6
OG0010155	2	2
OG0010156	0	0
OG0010157	2	2
OG0010158	3	3
OG0010159	5	5
OG0010160	3	3
OG0010161	7	7
OG0010162	7	7
OG0010163	7	7
OG0010164	7	7
OG0010165	7	7
OG0010166	4	4
OG0010167	7	7
OG0010168	7	7
OG0010169	4	4
OG0010170	6	6
OG0010171	7	7
OG0010172	6	6
OG0010173	7	7
OG0010174	7	7
OG0010175	7	7
OG0010176	7	7
OG0010177	7	7
OG0010178	7	7
OG0010179	7	7
OG0010180	4	4
OG0010181	7	7
OG0010182	7	7
OG0010183	7	7
OG0010184	7	7
OG0010185	7	7
OG0010186	7	7
OG0010187	7	7
OG0010188	7	7
OG0010189	7	7
OG0010190	7	7
OG0010191	7	7
OG0010192	7	7
OG0010193	7	7
OG0010194	7	7
OG0010195	7	7
OG0010196	7	7
OG0010197	7	7
OG0010198	7	7
OG0010199	7	7
OG0010200	1	1
OG0010201	1	1
OG0010202	2	1
OG0010203	6	6
OG0010204	6	6
OG0010205	6	6
OG0010206	6	6
OG0010207	1	1
OG0010208	6	6
OG0010209	6	6
OG0010210	0	0
OG0010211	6	6
OG0010212	6	6
OG0010213	1	1
OG0010214	5	5
OG0010215	3	3
OG0010216	2	2
OG0010217	6	6
OG0010218	1	1
OG0010219	6	6
OG0010220	1	1
OG0010221	1	1
OG0010222	4	4
OG0010223	1	0
OG0010224	5	5
OG0010225	2	2
OG0010226	0	0
OG0010227	3	2
OG0010228	1	1
OG0010229	0	0
OG0010230	4	4
OG0010231	4	4
OG0010232	6	6
OG0010233	1	1
OG0010234	3	3
OG0010235	0	0
OG0010236	4	4
OG0010237	2	2
OG0010238	6	6
OG0010239	4	4
OG0010240	3	3
OG0010241	5	5
OG0010242	6	6
OG0010243	1	1
OG0010244	1	1
OG0010245	5	5
OG0010246	6	6
OG0010247	6	6
OG0010248	2	2
OG0010249	6	6
OG0010250	5	5
OG0010251	6	6
OG0010252	6	6
OG0010253	6	6
OG0010254	6	6
OG0010255	6	6
OG0010256	6	6
OG0010257	6	6
OG0010258	5	5
OG0010259	3	3
OG0010260	6	6
OG0010261	6	6
OG0010262	0	0
OG0010263	1	1
OG0010264	3	3
OG0010265	5	5
OG0010266	6	6
OG0010267	1	1
OG0010268	5	5
OG0010269	2	2
OG0010270	1	1
OG0010271	6	6
OG0010272	6	6
OG0010273	2	2
OG0010274	5	5
OG0010275	0	0
OG0010276	6	6
OG0010277	3	2
OG0010278	3	3
OG0010279	3	2
OG0010280	2	2
OG0010281	2	2
OG0010282	1	1
OG0010283	5	5
OG0010284	6	6
OG0010285	4	4
OG0010286	6	6
OG0010287	5	5
OG0010288	5	5
OG0010289	5	5
OG0010290	0	0
OG0010291	1	1
OG0010292	1	1
OG0010293	1	1
OG0010294	1	1
OG0010295	1	1
OG0010296	6	6
OG0010297	2	2
OG0010298	2	1
OG0010299	3	3
OG0010300	0	0
OG0010301	4	4
OG0010302	0	0
OG0010303	4	4
OG0010304	2	2
OG0010305	5	5
OG0010306	5	5
OG0010307	5	5
OG0010308	4	4
OG0010309	2	2
OG0010310	4	4
OG0010311	6	6
OG0010312	4	4
OG0010313	5	5
OG0010314	3	3
OG0010315	2	2
OG0010316	4	4
OG0010317	1	1
OG0010318	5	5
OG0010319	3	3
OG0010320	3	3
OG0010321	0	0
OG0010322	3	3
OG0010323	3	3
OG0010324	3	3
OG0010325	5	5
OG0010326	2	2
OG0010327	6	6
OG0010328	1	0
OG0010329	2	2
OG0010330	1	0
OG0010331	2	2
OG0010332	3	3
OG0010333	3	3
OG0010334	4	4
OG0010335	3	3
OG0010336	3	3
OG0010337	0	0
OG0010338	6	6
OG0010339	3	3
OG0010340	5	5
OG0010341	4	4
OG0010342	4	4
OG0010343	6	6
OG0010344	5	5
OG0010345	6	6
OG0010346	2	2
OG0010347	2	2
OG0010348	2	2
OG0010349	5	5
OG0010350	5	5
OG0010351	6	6
OG0010352	3	3
OG0010353	4	4
OG0010354	1	1
OG0010355	3	3
OG0010356	4	4
OG0010357	0	0
OG0010358	4	4
OG0010359	2	2
OG0010360	1	1
OG0010361	0	0
OG0010362	2	2
OG0010363	4	4
OG0010364	4	4
OG0010365	6	6
OG0010366	3	3
OG0010367	5	5
OG0010368	6	6
OG0010369	6	6
OG0010370	5	5
OG0010371	3	3
OG0010372	0	0
OG0010373	2	2
OG0010374	2	2
OG0010375	0	0
OG0010376	0	0
OG0010377	0	0
OG0010378	0	0
OG0010379	0	0
OG0010380	0	0
OG0010381	0	0
OG0010382	6	6
OG0010383	0	0
OG0010384	0	0
OG0010385	1	1
OG0010386	1	1
OG0010387	0	0
OG0010388	4	4
OG0010389	1	1
OG0010390	1	1
OG0010391	1	1
OG0010392	0	0
OG0010393	0	0
OG0010394	6	6
OG0010395	1	1
OG0010396	0	0
OG0010397	3	3
OG0010398	0	0
OG0010399	4	4
OG0010400	1	1
OG0010401	0	0
OG0010402	1	1
OG0010403	2	2
OG0010404	1	1
OG0010405	0	0
OG0010406	0	0
OG0010407	2	2
OG0010408	0	0
OG0010409	6	6
OG0010410	6	6
OG0010411	4	4
OG0010412	5	5
OG0010413	6	6
OG0010414	6	6
OG0010415	6	6
OG0010416	6	6
OG0010417	6	6
OG0010418	6	6
OG0010419	6	6
OG0010420	2	2
OG0010421	6	6
OG0010422	0	0
OG0010423	2	2
OG0010424	1	1
OG0010425	6	6
OG0010426	4	4
OG0010427	6	6
OG0010428	6	6
OG0010429	6	6
OG0010430	6	6
OG0010431	6	6
OG0010432	6	6
OG0010433	6	6
OG0010434	6	6
OG0010435	6	6
OG0010436	6	6
OG0010437	6	6
OG0010438	0	0
OG0010439	6	6
OG0010440	5	5
OG0010441	4	4
OG0010442	2	2
OG0010443	5	5
OG0010444	4	4
OG0010445	6	6
OG0010446	5	5
OG0010447	6	6
OG0010448	6	6
OG0010449	6	6
OG0010450	6	6
OG0010451	6	6
OG0010452	6	6
OG0010453	6	6
OG0010454	6	6
OG0010455	4	4
OG0010456	6	6
OG0010457	2	2
OG0010458	5	5
OG0010459	6	6
OG0010460	6	6
OG0010461	6	6
OG0010462	6	6
OG0010463	6	6
OG0010464	6	6
OG0010465	6	6
OG0010466	3	3
OG0010467	5	5
OG0010468	5	5
OG0010469	6	6
OG0010470	6	6
OG0010471	6	6
OG0010472	6	6
OG0010473	6	6
OG0010474	6	6
OG0010475	6	6
OG0010476	6	6
OG0010477	6	6
OG0010478	6	6
OG0010479	5	5
OG0010480	6	6
OG0010481	6	6
OG0010482	6	6
OG0010483	6	6
OG0010484	6	6
OG0010485	6	6
OG0010486	6	6
OG0010487	6	6
OG0010488	6	6
OG0010489	6	6
OG0010490	0	0
OG0010491	5	5
OG0010492	5	5
OG0010493	0	0
OG0010494	0	0
OG0010495	3	3
OG0010496	1	1
OG0010497	5	5
OG0010498	5	5
OG0010499	0	0
OG0010500	0	0
OG0010501	5	5
OG0010502	1	1
OG0010503	3	3
OG0010504	0	0
OG0010505	0	0
OG0010506	1	1
OG0010507	1	1
OG0010508	1	1
OG0010509	2	2
OG0010510	5	5
OG0010511	3	3
OG0010512	0	0
OG0010513	0	0
OG0010514	5	5
OG0010515	0	0
OG0010516	5	5
OG0010517	1	1
OG0010518	3	3
OG0010519	1	1
OG0010520	0	0
OG0010521	5	5
