"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC114881513",0,NA,NA,NA,NA,NA
"LOC114881437",0.222956024908099,-1.70374651008522,3.80607367536338,-0.447638867611399,0.654413847552451,NA
"LOC114881438",0,NA,NA,NA,NA,NA
"LOC114881569",0,NA,NA,NA,NA,NA
"LOC114882249",0,NA,NA,NA,NA,NA
"LOC114882592",5.68463712304143,0.16120502236841,0.620378957643067,0.259849274999361,0.794980040126315,NA
"LOC114881156",0,NA,NA,NA,NA,NA
"LOC114881157",0,NA,NA,NA,NA,NA
"LOC114882432",0.0971646831325419,-1.04825575602242,3.81692887976169,-0.274633295260106,0.783597983628833,NA
"LOC114882149",0.173159627556574,-0.326929254468695,3.81692887976169,-0.0856524354441487,0.931742714121838,NA
"LOC114882343",0,NA,NA,NA,NA,NA
"LOC114881762",0,NA,NA,NA,NA,NA
"LOC114882246",0,NA,NA,NA,NA,NA
"LOC114882404",0,NA,NA,NA,NA,NA
"LOC114882547",0.278875159088744,0.582266548764331,2.85749163567824,0.203768417549935,0.838534474150117,NA
"LOC114882472",1.36681220807374,-1.78320180707877,1.31380708196354,-1.35727827286005,0.174692808261253,NA
"LOC114882165",0.0863979477481398,-1.04825575602242,3.81692887976169,-0.274633295260106,0.783597983628833,NA
"LOC114882337",1.48230532450571,-1.16005692069956,1.07260514564344,-1.08153212336461,0.279460479347468,NA
"LOC114882604",0.323640015792033,-0.326928773667468,2.79635834949,-0.116912331256505,0.906929526240122,NA
